Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY,ASML,INTC,QQQ,SPY
Date,,,,,,,,,,,,,,,,,,,,
2021-01-15,503.572265625,52.05378341674805,302.2566223144531,349.751953125,512.4981203915384,53.92511569115935,305.4162438970654,351.50208537067937,501.52932339754153,51.981459730498734,301.01603959858863,347.8900849229182,508.1640786453446,53.20189262299892,304.45673925260405,350.7014956805142,869200,50265400,35118700,107160000
2021-01-19,524.5742797851562,52.424434661865234,306.66650390625,352.4980773925781,525.509807626099,52.74084217362992,307.1704804273675,353.03803490563877,506.5411299592506,51.61984915600902,303.4778075735945,350.72930885602966,508.82273180252645,52.37923063282751,304.5730151928174,352.2094901876076,1504000,35647100,24537000,51233300
2021-01-20,524.4596557617188,53.039161682128906,313.79986572265625,357.3762512207031,532.8413571181816,53.53637834649362,314.73999687481995,358.21408610198193,518.5217700081558,52.51482881141172,306.76344916000136,354.39725118743416,530.368874373118,52.65043398325351,310.28167223024104,354.7882275407677,1121900,28701300,30728100,61836100
2021-01-21,544.8507690429688,56.465415954589844,316.3100280761719,357.7019958496094,547.7719626715855,57.812415086528354,317.05633556018074,358.3629793057075,539.9534652734418,52.632350848384355,313.7610413662639,356.7803804745633,542.2350669510996,53.37365127312926,315.13729720135154,357.9347293006691,1272100,86519500,25130600,47840100
2021-01-22,543.619384765625,51.22206497192383,315.3990478515625,356.4359436035156,544.8222396587754,53.897978594055935,316.40700085407076,357.5996108721701,537.2614541208479,51.21302623778046,314.71089025556637,355.46776448123836,537.9297133133272,53.2018788132194,315.2730463317936,355.8494507545385,901600,85729300,21609400,52860500
2021-01-25,541.8627319335938,50.11915588378906,318.0061950683594,357.84173583984375,542.4450478504507,51.07742383799151,320.1481618170667,358.1954668974896,528.9846586952794,48.8716035898405,311.5125320309247,352.3212755983803,536.6504392921738,50.96894177951391,318.7815776847995,357.17146221981005,966500,61968500,39080600,70402000
2021-01-26,524.0969848632812,49.91123580932617,318.4714050292969,357.2831726074219,538.0824741594263,50.806222370546415,319.60538909572153,359.2008944003585,523.5623891765968,49.58578615070063,317.1435975040631,357.0504391042999,537.6337633819704,49.97451730421638,318.7234080613514,358.79128116207573,887700,31485900,25498100,42665300
2021-01-27,500.8323974609375,48.446712493896484,309.593505859375,348.55096435546875,515.0469899646034,49.58578277290941,316.2228722146571,354.05278710492604,498.79901118464016,48.18454434802008,307.5872420790357,346.31672868098127,510.7033347372147,49.36881864766057,316.21320026631315,353.95968803310404,1506800,49722900,55264000,123351100
2021-01-28,522.3974609375,50.688697814941406,311.4252014160156,351.5485534667969,528.7172239403094,51.8910531078713,316.3681566998665,355.5515576481308,513.0038469697237,49.45018413127699,310.1749177057787,349.928737662884,517.5192702354061,49.53154654544956,310.795223588561,350.3662492978682,968600,49202600,42836300,94198100
2021-01-29,509.9300231933594,50.18244171142578,304.87347412109375,344.5107421875,518.8463784998007,51.67408480095659,310.8437873574935,350.65491209093165,504.335851753212,50.046839988748374,303.12891493977025,342.83504399028214,516.4216160325396,50.6073346960304,309.7388781855848,349.6867328043069,867300,37256200,55259000,126765100
2021-02-01,529.242431640625,51.24919128417969,312.491455078125,350.2452697753906,530.2734000082827,51.88200966251801,313.5769612169329,351.2785927627981,519.8297032625516,50.36324693393912,306.2885121515248,344.7993008040637,522.5695130615795,50.580214515985844,308.3141494244473,347.90861660624154,849600,26926600,35646000,75817600
